"id","title","party","author","timestamp","term","count","comment"
"20","Korruption in Senegal Sohn des ehemaligen Präsidenten muss ins Gefängnis","","https://quantinum.com/example.org/kb/Nzz","2015-03-24T00:00:00.000Z","KVG","1",""
"21","Eine Eritreerin hilft gefangenen Landsleuten Sie foltern Flüchtlinge für Lösegeld","","https://quantinum.com/example.org/kb/Nzz","2015-04-16T00:00:00.000Z","KVG","1",""
"22","Mängel beim Geheimdienst Südafrika als Eldorado für Spione","","https://quantinum.com/example.org/kb/Nzz","2015-02-26T00:00:00.000Z","KVG","1",""
"23","Präsidentschaftswahl in Nigeria Voraussichtlicher Sieg des Oppositionskandidaten","","https://quantinum.com/example.org/kb/Nzz","2015-03-30T00:00:00.000Z","KVG","1",""
"24","Korruption in Südafrika Zuma beschuldigt Mbeki","","https://quantinum.com/example.org/kb/Nzz","2015-04-17T00:00:00.000Z","KVG","1",""
"25","Afrikanische Prostituierte in Sizilien Anschaffen zwischen Kakteen und Müll","","https://quantinum.com/example.org/kb/Nzz","2015-02-18T00:00:00.000Z","KVG","1",""
"26","Frankreich veröffentlicht seine Dokumente zum Rwanda-Genozid Frankreichs Aktenzeichen Rwanda nicht mehr geheim","","https://quantinum.com/example.org/kb/Nzz","2015-04-09T00:00:00.000Z","KVG","1",""
"27","Fremdenhass in Südafrika Jagd auf afrikanische Immigranten","","https://quantinum.com/example.org/kb/Nzz","2015-04-23T00:00:00.000Z","KVG","1",""
"28","Vor der Präsidentenwahl in Nigeria Entscheidung zwischen zwei schlechten Alternativen","","https://quantinum.com/example.org/kb/Nzz","2015-03-26T00:00:00.000Z","KVG","1",""
"29","Auf den Spuren Napoleons Blinde Motorradfahrer sehen mehr","","https://quantinum.com/example.org/kb/Nzz","2015-05-18T00:00:00.000Z","KVG","1",""
"30","Ein Jahr Militärputsch in Thailand Der feste Griff des Generals","","https://quantinum.com/example.org/kb/Nzz","2015-05-22T00:00:00.000Z","KVG","1",""
"31","Malema in der Defensive Schlammschlacht in Südafrika","","https://quantinum.com/example.org/kb/Nzz","2015-02-19T00:00:00.000Z","KVG","1",""
"32","NZZ Global zu Nepal Das Leben in der Krisenregion","","https://quantinum.com/example.org/kb/Nzz","2015-05-12T00:00:00.000Z","KVG","1",""
"33","Nigeria Oppositionspolitiker Buhari beansprucht Wahlsieg für sich","","https://quantinum.com/example.org/kb/Nzz","2015-03-31T00:00:00.000Z","KVG","1",""
"34","Flüchtlinge in Südostasien Tödlicher Überlebenskampf auf hoher See","","https://quantinum.com/example.org/kb/Nzz","2015-05-18T00:00:00.000Z","KVG","1",""
"35","Flüchtlingselend vor Thailand Unsichtbare Dramen auf hoher See","","https://quantinum.com/example.org/kb/Nzz","2015-05-14T00:00:00.000Z","KVG","1",""
"36","Kritik an der australischen Polizei Wenn der Staat seine Bürger dem Henker ausliefert","","https://quantinum.com/example.org/kb/Nzz","2015-05-05T00:00:00.000Z","KVG","1",""
"37","Hunderte von Flüchtlingen ohne Hilfe Dramatische Lage im «asiatischen Mittelmeer»","","https://quantinum.com/example.org/kb/Nzz","2015-05-12T00:00:00.000Z","KVG","1",""
"38","Massengrab in Südthailand entdeckt Das makabre Geschäft der Menschenschmuggler","","https://quantinum.com/example.org/kb/Nzz","2015-05-06T00:00:00.000Z","KVG","1",""
"39","Chinesisch-amerikanische Beziehungen Das Südchinesische Meer als Zankapfel","","https://quantinum.com/example.org/kb/Nzz","2015-05-16T00:00:00.000Z","KVG","1",""
"40","Japanisch-amerikanische Allianz Eine Partnerschaft neu definiert","","https://quantinum.com/example.org/kb/Nzz","2015-04-28T00:00:00.000Z","KVG","1",""
"41","Neuseelands Image als Naturparadies Grüne Inseln in Gefahr","","https://quantinum.com/example.org/kb/Nzz","2015-04-21T00:00:00.000Z","KVG","1",""
"42","Ein Jahr Narendra Modi Indiens Erneuerer glänzt im Ausland","","https://quantinum.com/example.org/kb/Nzz","2015-05-23T00:00:00.000Z","KVG","1",""
"43","Unruhen in Bangladesh Islamist hingerichtet","","https://quantinum.com/example.org/kb/Nzz","2015-04-14T00:00:00.000Z","KVG","1",""
"44","Afrika-Asien-Gipfel in Jakarta Konferenz mit zwei Polen","","https://quantinum.com/example.org/kb/Nzz","2015-04-22T00:00:00.000Z","KVG","1",""
"45","Dauerkrise in Bangladesh Leben im Ausnahmezustand","","https://quantinum.com/example.org/kb/Nzz","2015-04-19T00:00:00.000Z","KVG","1",""
"46","Soziale Abgründe in Australien Was, es gibt Armut in Sydney?","","https://quantinum.com/example.org/kb/Nzz","2015-05-26T00:00:00.000Z","KVG","1",""
"47","Aufregung in Norwegen Alternativmedizin für Bio-Lachse","","https://quantinum.com/example.org/kb/Nzz","2015-05-13T00:00:00.000Z","KVG","1",""
"48","Serben und Türken Der Genozid der andern","","https://quantinum.com/example.org/kb/Nzz","2015-05-05T00:00:00.000Z","KVG","1",""
"49","Gemütlicher Berliner Nahverkehr Kleine Soziologie der Pendler-Städte","","https://quantinum.com/example.org/kb/Nzz","2015-05-07T00:00:00.000Z","KVG","1",""
"50","Spuren der chilenischen Diktatur Rote Karte für Augusto Pinochet","","https://quantinum.com/example.org/kb/Nzz","2015-05-19T00:00:00.000Z","KVG","1",""
"51","Nach dem Massaker an Studenten Kenya trauert um Terroropfer","","https://quantinum.com/example.org/kb/Nzz","2015-04-06T00:00:00.000Z","KVG","1",""
"52","Flüchtlingslager geräumt Marokko sichert Europas Aussengrenzen","","https://quantinum.com/example.org/kb/Nzz","2015-03-07T00:00:00.000Z","KVG","1",""
"53","Terroranschlag in Kenya Massaker der Shabab-Miliz an wehrlosen Studenten","","https://quantinum.com/example.org/kb/Nzz","2015-04-03T00:00:00.000Z","KVG","1",""
"54","Kenya und die Terrorbedrohung Methode mit dem Vorschlaghammer","","https://quantinum.com/example.org/kb/Nzz","2015-04-11T00:00:00.000Z","KVG","1",""
"55","Christliche Extremisten in Angola Viele Tote bei der Verhaftung eines Sektenführers","","https://quantinum.com/example.org/kb/Nzz","2015-04-23T00:00:00.000Z","KVG","1",""
"56","Wahlen in Nigeria Boko Haram attackiert Wahlstationen","","https://quantinum.com/example.org/kb/Nzz","2015-03-29T00:00:00.000Z","KVG","1",""
"57","Boko Haram in Tschad Die nigerianischen Jihadisten treffen auf ihren Meister","","https://quantinum.com/example.org/kb/Nzz","2015-03-06T00:00:00.000Z","KVG","1",""
"58","Nigerias neuer Präsident Buhari Der geläuterte Diktator","","https://quantinum.com/example.org/kb/Nzz","2015-04-02T00:00:00.000Z","KVG","1",""
"59","Flüchtlinge vor Melilla Der Pater und die Afrikaner am Grenzzaun","","https://quantinum.com/example.org/kb/Nzz","2015-02-26T00:00:00.000Z","KVG","1",""
"60","Die Monusco unter Martin Kobler Der sabotierte Kampf gegen Milizen in Kongo-Kinshasa","","https://quantinum.com/example.org/kb/Nzz","2015-04-17T00:00:00.000Z","KVG","1",""
"61","Nach zähen Verhandlungen Einigung auf Friedensplan in Mali","","https://quantinum.com/example.org/kb/Nzz","2015-03-01T00:00:00.000Z","KVG","1",""
"62","Spannungen im Süd- und Ostchinesischen Meer China fühlt sich bedrängt","","https://quantinum.com/example.org/kb/Nzz","2015-05-26T00:00:00.000Z","KVG","1",""
"63","Wahlkampf in Grossbritannien Darf der heilige Georg einreisen?","","https://quantinum.com/example.org/kb/Nzz","2015-05-15T00:00:00.000Z","KVG","1",""
"64","Neue Opposition in Simbabwe In Mugabes Partei wächst der Spaltpilz","","https://quantinum.com/example.org/kb/Nzz","2015-04-08T00:00:00.000Z","KVG","1",""
"65","Niederlage in Osaka Japans «enfant terrible» auf dem Rückzug","","https://quantinum.com/example.org/kb/Nzz","2015-05-18T00:00:00.000Z","KVG","1",""
"66","Afrikanische Freundschaften Macht und Geld haben viele Freunde","","https://quantinum.com/example.org/kb/Nzz","2015-05-28T00:00:00.000Z","KVG","1",""
"67","Krieg gegen Boko Haram Nachbarschaftshilfe am Tschadsee","","https://quantinum.com/example.org/kb/Nzz","2015-03-10T00:00:00.000Z","KVG","1",""
"68","Frühlingsoffensive in Nordafghanistan Taliban zeigen ihre Schlagkraft","","https://quantinum.com/example.org/kb/Nzz","2015-04-15T00:00:00.000Z","KVG","1",""
"69","Polizei nimmt fünf junge Männer fest Terrorpläne in Australien aufgedeckt","","https://quantinum.com/example.org/kb/Nzz","2015-04-19T00:00:00.000Z","KVG","1",""
"70","Islamismusgefahr in Bangladesh Bloggen für einen säkularen Staat","","https://quantinum.com/example.org/kb/Nzz","2015-04-19T00:00:00.000Z","KVG","1",""
"71","Burma im Wahljahr Die langen Schatten der Generäle","","https://quantinum.com/example.org/kb/Nzz","2015-05-07T00:00:00.000Z","KVG","1",""
"72","Eroberung von Saigon 1975 Das bittere Ende im Vietnamkrieg","","https://quantinum.com/example.org/kb/Nzz","2015-04-29T00:00:00.000Z","Asyl","1",""
"73","Eroberung von Saigon 1975 Das bittere Ende im Vietnamkrieg","","https://quantinum.com/example.org/kb/Nzz","2015-04-29T00:00:00.000Z","KVG","1",""
"74","Vereinigung der koreanischen Halbinsel Der ferne Traum des geeinten Korea","","https://quantinum.com/example.org/kb/Nzz","2015-05-03T00:00:00.000Z","KVG","1",""
"75","Gespräche zwischen Parteichefs Dubioses Angebot aus Peking","","https://quantinum.com/example.org/kb/Nzz","2015-05-04T00:00:00.000Z","KVG","1",""
"76","Exekutionen in Indonesien Ein Funke Hoffnung für die Filipina","","https://quantinum.com/example.org/kb/Nzz","2015-04-29T00:00:00.000Z","KVG","1",""
"77","Prozess gegen Menschenrechtsanwalt In den Fängen der chinesischen Justiz","","https://quantinum.com/example.org/kb/Nzz","2015-05-19T00:00:00.000Z","KVG","1",""
"78","Erste Rüstungsmesse in Japan Japanische Waffen für die Welt","","https://quantinum.com/example.org/kb/Nzz","2015-05-16T00:00:00.000Z","KVG","1",""
"79","Auf dem Meer gefangen Kritische Flüchtlingssituation in Südostasien","","https://quantinum.com/example.org/kb/Nzz","2015-05-12T00:00:00.000Z","KVG","1",""
"80","Temporäre Aufnahme von Bootsflüchtlingen Südostasien reagiert auf die Flüchtlingskrise","","https://quantinum.com/example.org/kb/Nzz","2015-05-20T00:00:00.000Z","Asyl","1",""
"81","Temporäre Aufnahme von Bootsflüchtlingen Südostasien reagiert auf die Flüchtlingskrise","","https://quantinum.com/example.org/kb/Nzz","2015-05-20T00:00:00.000Z","KVG","1",""
"82","Falsche Wahlprognosen Wie die «scheuen Tories» die Briten hereinlegten","","https://quantinum.com/example.org/kb/Nzz","2015-05-12T00:00:00.000Z","KVG","1",""
"83","Zeitunglesen mit Monsieur Bakaramba Flaschenpost von irgendwo","","https://quantinum.com/example.org/kb/Nzz","2015-05-20T00:00:00.000Z","KVG","1",""
"84","Kritik an indischen Medien Helden und Antihelden in Nepal","","https://quantinum.com/example.org/kb/Nzz","2015-05-08T00:00:00.000Z","KVG","1",""
"85","Türkei Mit einem Mercedes ins Paradies","","https://quantinum.com/example.org/kb/Nzz","2015-05-29T00:00:00.000Z","KVG","1",""
"86","Flucht von Eritrea in die Schweiz Unermessliches Nadelöhr aus Sand","","https://quantinum.com/example.org/kb/Nzz","2015-02-24T00:00:00.000Z","Asyl","1",""
"87","Asylsuchende in Deutschland Ein Platz im Alltag","","https://quantinum.com/example.org/kb/Nzz","2015-04-14T00:00:00.000Z","Asyl","1",""
"88","Entlastung für Italien und Griechenland EU will 40'000 Flüchtlinge umsiedeln","","https://quantinum.com/example.org/kb/Nzz","2015-05-27T00:00:00.000Z","Asyl","1",""
"89","Cameron bei Merkel Auch die Verträge sind nicht tabu","","https://quantinum.com/example.org/kb/Nzz","2015-05-29T00:00:00.000Z","Personenfreizügigkeit","1",""
"90","Flüchtlinge auf hoher See Asiatisches Schwarz-Peter-Spiel","","https://quantinum.com/example.org/kb/Nzz","2015-05-21T00:00:00.000Z","Asyl","1",""
"91","Heisses Eisen Asylpolitik Schwedens Rechtsnationale im Aufwind","","https://quantinum.com/example.org/kb/Nzz","2015-05-20T00:00:00.000Z","Asyl","1",""
"92","Nigerias Hauptstadt aus der Retorte Abuja – Stadt der Planträume","","https://quantinum.com/example.org/kb/Nzz","2015-05-24T00:00:00.000Z","IV","1",""
"93","Konferenz in Bangkok Leisetreterei um asiatisches Flüchtlingsproblem","","https://quantinum.com/example.org/kb/Nzz","2015-05-29T00:00:00.000Z","Asyl","1",""
"94","Asylunterkunft in Augsburg Ein Flüchtling ist auch ein Gast","","https://quantinum.com/example.org/kb/Nzz","2015-06-02T00:00:00.000Z","Asyl","1",""
"95","AGB Nutzungsbedingungen und Datenschutzerklärung","","https://quantinum.com/example.org/kb/Nzz","2012-12-01T00:00:00.000Z","IV","1",""
"96","Tipp der Woche Auf den Spuren der Habsburger von Schloss zu Schloss","","https://quantinum.com/example.org/kb/Nzz","2015-06-05T00:00:00.000Z","IV","1",""
"97","Ausländerwahlrecht für Luxemburg? Wenn die Demokratie an Grenzen stösst","","https://quantinum.com/example.org/kb/Nzz","2015-06-05T00:00:00.000Z","Personenfreizügigkeit","1",""
"98","Amerikanische Geldpolitik Der IMF rät dem Fed zu Geduld","","https://quantinum.com/example.org/kb/Nzz","2015-06-04T00:00:00.000Z","IV","1",""
"99","Bundespräsidentin Sommaruga am SEF Die Schweiz soll besser pokern","","https://quantinum.com/example.org/kb/Nzz","2015-06-05T00:00:00.000Z","Personenfreizügigkeit","1",""
"100","Kontraste Walliser Facetten","","https://quantinum.com/example.org/kb/Nzz","2015-06-05T00:00:00.000Z","Asyl","1",""
"101","Ukrainische Verkehrspolizei greift durch Patriotismus hat Grenzen","","https://quantinum.com/example.org/kb/Nzz","2015-05-27T00:00:00.000Z","KVG","1",""
"102","Politische Krise in Burundi Heftige Proteste gegen dritte Amtszeit des Präsidenten","","https://quantinum.com/example.org/kb/Nzz","2015-04-26T00:00:00.000Z","KVG","1",""
"103","Krieg gegen Boko Haram Nigerias Militärs geben sich einen Ruck","","https://quantinum.com/example.org/kb/Nzz","2015-02-24T00:00:00.000Z","KVG","1",""
"104","Proteste in Südafrika Symbole der Rassentrennung","","https://quantinum.com/example.org/kb/Nzz","2015-04-10T00:00:00.000Z","KVG","1",""
"105","Fremdenfeindliche Attacken Südafrikas Wut auf Afrikaner","","https://quantinum.com/example.org/kb/Nzz","2015-04-17T00:00:00.000Z","KVG","1",""
"106","Wahlen in Nigeria Präsidentenwahl auf Messers Schneide","","https://quantinum.com/example.org/kb/Nzz","2015-03-30T00:00:00.000Z","KVG","1",""
"107","Präsidentenwahl in Nigeria Historischer Machtwechsel in Nigeria","","https://quantinum.com/example.org/kb/Nzz","2015-03-31T00:00:00.000Z","KVG","1",""
"108","Antiterrorkrieg in Nigeria Tödlicher Irrtum","","https://quantinum.com/example.org/kb/Nzz","2015-02-19T00:00:00.000Z","KVG","1",""
"109","Mädchenentführungen in Nigeria Von den «Chibok Girls» fehlt jede Spur","","https://quantinum.com/example.org/kb/Nzz","2015-04-13T00:00:00.000Z","KVG","1",""
"110","Amtszeitbeschränkung ausgehebelt Burundis Präsident will erneut kandidieren","","https://quantinum.com/example.org/kb/Nzz","2015-04-26T00:00:00.000Z","KVG","1",""
"111","Somalia Anschlag der Shabab auf ein Hotel in Mogadiscio","","https://quantinum.com/example.org/kb/Nzz","2015-03-28T00:00:00.000Z","KVG","1",""
"112","Schweizer Archäologen im Sudan Auf der Spur der schwarzen Pharaonen","","https://quantinum.com/example.org/kb/Nzz","2015-03-14T00:00:00.000Z","KVG","1",""
"113","Rückschlag in Liberia Ebola-Epidemie noch nicht besiegt","","https://quantinum.com/example.org/kb/Nzz","2015-03-22T00:00:00.000Z","KVG","1",""
"114","Aufräumen in Kathmandu Die Leute helfen sich selbst","","https://quantinum.com/example.org/kb/Nzz","2015-04-29T00:00:00.000Z","KVG","1",""
"115","Nigeria vor der Präsidentenwahl «Ich wähle nur noch Christen»","","https://quantinum.com/example.org/kb/Nzz","2015-03-04T00:00:00.000Z","KVG","1",""
"116","Der IS in Afghanistan Das Gespenst der schwarzen Flagge","","https://quantinum.com/example.org/kb/Nzz","2015-04-21T00:00:00.000Z","KVG","1",""
"117","Flucht von Eritrea in die Schweiz Unermessliches Nadelöhr aus Sand","","https://quantinum.com/example.org/kb/Nzz","2015-02-24T00:00:00.000Z","KVG","1",""
"118","Studentenunruhen Zwei Tote nach Protesten in Chile","","https://quantinum.com/example.org/kb/Nzz","2015-05-14T00:00:00.000Z","KVG","1",""
"119","Lügen und Verschleierung Anklage gegen ehemaligen US-Spitzenpolitiker","","https://quantinum.com/example.org/kb/Nzz","2015-05-29T00:00:00.000Z","KVG","1",""
"120","Nach dem Fall von Ramadi Obama verteidigt seine Strategie gegen den IS","","https://quantinum.com/example.org/kb/Nzz","2015-05-22T00:00:00.000Z","KVG","1",""
"121","Debatte um Sicherheit contra Privatsphäre IT-Grössen schreiben Brief an Obama","","https://quantinum.com/example.org/kb/Nzz","2015-05-20T00:00:00.000Z","KVG","1",""
"122","US-Präsidentschaftswahlen 2016 Das sind die Anwärter für das Weisse Haus","","https://quantinum.com/example.org/kb/Nzz","2015-05-15T00:00:00.000Z","KVG","1",""
"123","Illegaler Bergbau der Farc Das schmutzige Gold der Guerilla","","https://quantinum.com/example.org/kb/Nzz","2015-05-18T00:00:00.000Z","KVG","1",""
"124","Südamerikareise von Li Keqiang Der Drache im amerikanischen Hinterhof","","https://quantinum.com/example.org/kb/Nzz","2015-05-22T00:00:00.000Z","KVG","1",""
"125","Seligsprechung von Erzbischof Romero Die Stimme der Stimmlosen","","https://quantinum.com/example.org/kb/Nzz","2015-05-22T00:00:00.000Z","KVG","1",""
"126","Regionalwahl in Kanada Kollaps der Tories in Alberta","","https://quantinum.com/example.org/kb/Nzz","2015-05-07T00:00:00.000Z","KVG","1",""
"127","Menschenrechte in Venezuela Laute Klagen aus Caracas","","https://quantinum.com/example.org/kb/Nzz","2015-05-08T00:00:00.000Z","KVG","1",""
"128","Gerüchte um Lucke-Rücktritt AfD-Spitze vor Zerreissprobe","","https://quantinum.com/example.org/kb/Nzz","2015-05-11T00:00:00.000Z","KVG","1",""
"129","Kindsmissbrauch bei Uno-Einsatz? Ermittlungen gegen französische Soldaten","","https://quantinum.com/example.org/kb/Nzz","2015-05-07T00:00:00.000Z","KVG","1",""
"130","Sturmgewehr G36 der Bundeswehr Mangelhafte Treffsicherheit","","https://quantinum.com/example.org/kb/Nzz","2015-04-09T00:00:00.000Z","KVG","1",""
"131","Deutschland und die Armenier-Frage Späte Erkenntnis","","https://quantinum.com/example.org/kb/Nzz","2015-04-21T00:00:00.000Z","KVG","1",""
"132","Armenien-Erklärung des Parlaments Zerwürfnis zwischen Wien und Ankara","","https://quantinum.com/example.org/kb/Nzz","2015-04-24T00:00:00.000Z","KVG","1",""
"133","Kompromiss zur Vorratsdatenspeicherung Berliner Anleitung zum Datenspeichern","","https://quantinum.com/example.org/kb/Nzz","2015-04-15T00:00:00.000Z","KVG","1",""
"134","Todesstrafe in Amerika Ein konservativer Gliedstaat beendet Hinrichtungen","","https://quantinum.com/example.org/kb/Nzz","2015-05-28T00:00:00.000Z","KVG","1",""
"135","Prozess in Jerusalem Gefängnisstrafe für Ehud Olmert","","https://quantinum.com/example.org/kb/Nzz","2015-05-25T00:00:00.000Z","KVG","1",""
"136","Rückschlag für Obama Gericht bremst Einwanderungsreform","","https://quantinum.com/example.org/kb/Nzz","2015-05-27T00:00:00.000Z","KVG","1",""
"137","Terror-Ermittlungen in Hessen Islamistischer Anschlag vereitelt","","https://quantinum.com/example.org/kb/Nzz","2015-04-30T00:00:00.000Z","KVG","1",""
"138","Argentiniens Oberstes Gericht Kirchner gegen das «Fossil»","","https://quantinum.com/example.org/kb/Nzz","2015-05-18T00:00:00.000Z","KVG","1",""
"139","Bürgerkrieg in Jemen Tausende von Kindersoldaten in Einsatz","","https://quantinum.com/example.org/kb/Nzz","2015-05-12T00:00:00.000Z","KVG","1",""
"140","Rüstungshunger am Golf Teure Waffen, mangelnde Abschreckung","","https://quantinum.com/example.org/kb/Nzz","2015-05-12T00:00:00.000Z","KVG","1",""
"141","Ringen im Mittleren Osten Wie lässt sich der iranische Expansionismus stoppen?","","https://quantinum.com/example.org/kb/Nzz","2015-05-29T00:00:00.000Z","KVG","1",""
"142","Vormarsch im Irak IS-Kämpfer nehmen Regierungsbastion ein","","https://quantinum.com/example.org/kb/Nzz","2015-05-17T00:00:00.000Z","KVG","1",""
"143","Offensive des Islamischen Staats Der Kalif braucht Rekruten","","https://quantinum.com/example.org/kb/Nzz","2015-05-16T00:00:00.000Z","KVG","1",""
"144","Die neue Regierung in Israel Grosser Wahlsieger gebärt Koalitionsmaus","","https://quantinum.com/example.org/kb/Nzz","2015-05-07T00:00:00.000Z","KVG","1",""
"145","Verlust von Jisr al-Shughur Geschwächtes Asad-Regime","","https://quantinum.com/example.org/kb/Nzz","2015-04-27T00:00:00.000Z","KVG","1",""
"146","Demonstration von äthiopischen Juden Heftige Ausschreitungen in Tel Aviv","","https://quantinum.com/example.org/kb/Nzz","2015-05-04T00:00:00.000Z","KVG","1",""
"147","Milde für Polizisten in Kabul Lynchmord – zuschauen statt eingreifen","","https://quantinum.com/example.org/kb/Nzz","2015-05-19T00:00:00.000Z","KVG","1",""
"148","Der nahöstliche Friedensprozess Netanyahu sondiert das Terrain","","https://quantinum.com/example.org/kb/Nzz","2015-05-26T00:00:00.000Z","KVG","1",""
"149","Der IS erobert Palmyra Rückschläge im Kampf gegen das «Kalifat»","","https://quantinum.com/example.org/kb/Nzz","2015-05-22T00:00:00.000Z","KVG","1",""
"150","Busprojekt im Westjordanland Suspendierte Apartheid","","https://quantinum.com/example.org/kb/Nzz","2015-05-20T00:00:00.000Z","KVG","1",""
"151","Generationenwechsel im Hause Saud Salman ändert die saudische Thronfolge","","https://quantinum.com/example.org/kb/Nzz","2015-04-29T00:00:00.000Z","KVG","1",""
"152","Prozess gegen den «Marathon-Bomber» Widersprüche im Todesurteil von Boston","","https://quantinum.com/example.org/kb/Nzz","2015-05-18T00:00:00.000Z","KVG","1",""
"153","Machtwechsel nach 23 Jahren Oppositionsbündnis siegt in Guyana","","https://quantinum.com/example.org/kb/Nzz","2015-05-17T00:00:00.000Z","KVG","1",""
"154","Die Drogenplattform «Silk Road» Heroin per Mausklick","","https://quantinum.com/example.org/kb/Nzz","2015-05-28T00:00:00.000Z","KVG","1",""
"155","Vertrauenskrise in Chile Bachelet löst Kabinett auf","","https://quantinum.com/example.org/kb/Nzz","2015-05-08T00:00:00.000Z","KVG","1",""
"156","Umstrittene Polizeipraxis in den USA Das Handy als Peilsender","","https://quantinum.com/example.org/kb/Nzz","2015-05-07T00:00:00.000Z","KVG","1",""
"157","Perus gastronomischer Erfolg Der Nationalstolz auf dem Teller","","https://quantinum.com/example.org/kb/Nzz","2015-05-27T00:00:00.000Z","KVG","1",""
"158","Amerikanisch-Arabisches Treffen «Einsamer Gipfel» in Washington","","https://quantinum.com/example.org/kb/Nzz","2015-05-14T00:00:00.000Z","KVG","1",""
"159","Guatemalas Regierung wackelt Erosion durch Korruption","","https://quantinum.com/example.org/kb/Nzz","2015-05-22T00:00:00.000Z","KVG","1",""
"160","Konservative gegen die Todesstrafe Läutet Nebraska einen neuen Trend ein?","","https://quantinum.com/example.org/kb/Nzz","2015-05-28T00:00:00.000Z","KVG","1",""
"161","Gerüchte um den Tod von bin Ladin Fast alles frei erfunden?","","https://quantinum.com/example.org/kb/Nzz","2015-05-11T00:00:00.000Z","KVG","1",""
"162","Ein Anhänger von Verschwörungstheorien? Bin Ladins Bücherkiste einen Spalt breit geöffnet","","https://quantinum.com/example.org/kb/Nzz","2015-05-21T00:00:00.000Z","KVG","1",""
"163","Untersuchung in den USA Venezuelas Nummer zwei ein Drogenbaron?","","https://quantinum.com/example.org/kb/Nzz","2015-05-19T00:00:00.000Z","KVG","1",""
"164","Nach Befreiung durch Nigerias Armee Verdacht gegen Boko-Haram-Opfer","","https://quantinum.com/example.org/kb/Nzz","2015-05-03T00:00:00.000Z","KVG","1",""
"165","Polizisten mit Körperkameras in Deutschland Das dritte Auge des Gesetzes","","https://quantinum.com/example.org/kb/Nzz","2015-04-07T00:00:00.000Z","KVG","1",""
"166","Deutsches Betreuungsgeld Gerichtsprozess mit verkehrten Rollen","","https://quantinum.com/example.org/kb/Nzz","2015-04-14T00:00:00.000Z","KVG","1",""
"167","Neue Wohnangebote für Studenten Die WG hat ausgedient","","https://quantinum.com/example.org/kb/Nzz","2015-04-21T00:00:00.000Z","KVG","1",""
